source_ip,request_rate,failed_login_attempts,status_code,request_interval,network_traffic_volume,session_duration,data_transfer_size,cpu_usage,geographic_location,request_method,request_rate_norm,request_interval_norm,network_traffic_volume_norm,session_duration_norm,data_transfer_size_norm,cpu_usage_norm,failed_login_attempts_norm
104.194.25.227,1,0,200,0.0,6706,0.0,6706,17.65,Unknown,GET,0.0,0.0,0.011857546764459895,0.0,0.011857546764459895,0.2213998996487707,0.0
104.194.25.235,1,0,200,0.0,9796,0.0,9796,16.81,Unknown,GET,0.0,0.0,0.01732128364220834,0.0,0.01732128364220834,0.21086302057200199,0.0
104.194.25.247,1,0,200,0.0,3187,142.0,3187,18.62,Unknown,GET,0.0,0.0,0.005635252242519189,0.07950727883538634,0.005635252242519189,0.23356748620170598,0.0
104.194.25.247,1,0,200,142.0,30096,142.0,30096,27.47,Unknown,GET,0.0,0.00037668780009019284,0.05321573626948777,0.07950727883538634,0.05321573626948777,0.3445810336176618,0.0
104.194.25.28,1,0,200,0.0,3997,0.0,3997,15.67,Unknown,GET,0.0,0.0,0.007067493948336743,0.0,0.007067493948336743,0.19656297039638737,0.0
104.194.25.36,1,0,200,0.0,2476,0.0,2476,24.84,Unknown,GET,0.0,0.0,0.004378062300746003,0.0,0.004378062300746003,0.31159056698444554,0.0
104.194.25.82,1,0,200,0.0,17461,0.0,17461,11.59,Unknown,GET,0.0,0.0,0.030874533858370745,0.0,0.030874533858370745,0.1453838434520823,0.0
104.194.25.98,1,0,200,0.0,2446,0.0,2446,18.33,Unknown,GET,0.0,0.0,0.004325016311641649,0.0,0.004325016311641649,0.22992975413948818,0.0
104.222.153.98,1,0,200,0.0,28536,0.0,28536,20.81,Unknown,GET,0.0,0.0,0.050457344836061374,0.0,0.050457344836061374,0.26103863522328147,0.0
104.222.32.72,1,0,200,0.0,4577,0.0,4577,22.93,Unknown,GET,0.0,0.0,0.008093049737687584,0.0,0.008093049737687584,0.28763171098845963,0.0
104.222.32.81,1,0,302,0.0,0,0.0,0,23.56,Unknown,GET,0.0,0.0,0.0,0.0,0.0,0.29553437029603613,0.0
104.222.32.82,1,0,200,0.0,1245,964.0,1245,23.97,Unknown,GET,0.0,0.0,0.002201408547830684,0.5397536394176932,0.002201408547830684,0.3006773707977923,0.0
104.222.32.82,1,0,200,964.0,11,964.0,11,18.26,Unknown,GET,0.0,0.0025572326710348306,1.945019600492974e-05,0.5397536394176932,1.945019600492974e-05,0.22905168088309083,0.0
104.222.32.84,1,0,302,0.0,0,0.0,0,17.69,Unknown,POST,0.0,0.0,0.0,0.0,0.0,0.2219016557952835,0.0
104.222.32.84,1,0,200,19390.0,4622,0.0,4622,24.29,Unknown,GET,0.0,0.05143645382921718,0.008172618721344114,0.0,0.008172618721344114,0.30469141996989463,0.0
104.222.32.89,1,0,200,0.0,152,0.0,152,19.04,Unknown,GET,0.0,0.0,0.0002687663447953928,0.0,0.0002687663447953928,0.2388359257400903,0.0
104.222.32.91,1,0,200,0.0,782,0.0,782,13.62,Unknown,GET,0.0,0.0,0.0013827321159868235,0.0,0.0013827321159868235,0.17084796788760662,0.0
104.222.32.91,1,0,200,1812.0,767,0.0,767,14.33,Unknown,GET,0.0,0.004806748547629785,0.0013562091214346466,0.0,0.0013562091214346466,0.17975413948820873,0.0
104.222.32.91,1,0,200,1386.0,1491,239.0,1491,15.4,Unknown,GET,0.0,0.0036766851473592063,0.002636385658486386,0.13381858902575589,0.002636385658486386,0.193176116407426,0.0
104.222.32.91,1,0,200,239.0,1493,239.0,1493,22.49,Unknown,GET,0.0,0.0006340027057856063,0.0026399220577600093,0.13381858902575589,0.0026399220577600093,0.28211239337681887,0.0
104.222.32.91,1,0,200,1758.0,1494,0.0,1494,20.71,Unknown,GET,0.0,0.0046635010743560495,0.0026416902573968212,0.0,0.0026416902573968212,0.2597842448569995,0.0
104.222.32.91,1,0,200,6253.0,1520,850.0,1520,23.45,Unknown,GET,0.0,0.01658752685890124,0.0026876634479539277,0.47592385218365063,0.0026876634479539277,0.2941545408931259,0.0
104.222.32.91,1,0,200,276.0,1476,850.0,1476,17.86,Unknown,GET,0.0,0.0007321537522879804,0.002609862663934209,0.47592385218365063,0.002609862663934209,0.22403411941796286,0.0
104.222.32.91,2,0,200,161.5,2911,850.0,2911,40.79,Unknown,GET,0.3333333333333333,0.0004284160543279306,0.005147229142759134,0.47592385218365063,0.005147229142759134,0.5116658304064224,0.0
104.222.32.91,1,0,200,654.0,1412,850.0,1412,23.13,Unknown,GET,0.0,0.0017348860652041276,0.002496697887178254,0.47592385218365063,0.002496697887178254,0.2901404917210236,0.0
104.222.32.91,1,0,200,2751.0,1578,1450.0,1578,18.45,Unknown,GET,0.0,0.007297662944000849,0.002790219026889012,0.8118701007838746,0.002790219026889012,0.2314350225790266,0.0
104.222.32.91,1,0,200,1450.0,1518,1484.0,1518,22.28,Unknown,GET,0.0,0.0038464599304984482,0.0026841270486803043,0.8309070548712206,0.0026841270486803043,0.2794781736076267,0.0
104.222.32.91,1,0,200,442.0,1398,1484.0,1398,16.69,Unknown,GET,0.0,0.001172507096055389,0.002471943092262889,0.8309070548712206,0.002471943092262889,0.20935775213246363,0.0
104.222.32.91,1,0,200,1484.0,1452,379.0,1452,18.18,Unknown,GET,0.0,0.00393665278404117,0.002567425872650726,0.2122060470324748,0.002567425872650726,0.22804816859006521,0.0
104.222.32.91,1,0,200,1117.0,1484,379.0,1484,18.09,Unknown,GET,0.0,0.0029631005119770803,0.002624008261028703,0.2122060470324748,0.002624008261028703,0.22691921726041145,0.0
104.222.32.91,1,0,200,379.0,1582,857.0,1582,14.02,Unknown,GET,0.0,0.0010053850439026978,0.002797291825436259,0.4798432250839866,0.002797291825436259,0.17586552935273456,0.0
104.222.32.91,1,0,200,618.0,1452,857.0,1452,22.43,Unknown,GET,0.0,0.001639387749688304,0.002567425872650726,0.4798432250839866,0.002567425872650726,0.2813597591570497,0.0
104.222.32.91,1,0,200,415.0,1521,857.0,1521,17.65,Unknown,GET,0.0,0.0011008833594185214,0.0026894316475907397,0.4798432250839866,0.0026894316475907397,0.2213998996487707,0.0
104.222.32.91,1,0,200,442.0,2435,857.0,2435,20.06,Unknown,GET,0.0,0.001172507096055389,0.00430556611563672,0.4798432250839866,0.00430556611563672,0.25163070747616656,0.0
104.222.32.91,1,0,200,1940.0,1538,0.0,1538,22.4,Unknown,GET,0.0,0.005146298113908269,0.00271949104141654,0.0,0.00271949104141654,0.2809834420471651,0.0
104.222.32.91,1,0,200,828.0,1444,0.0,1444,22.23,Unknown,GET,0.0,0.0021964612568639414,0.0025532802755562313,0.0,0.0025532802755562313,0.2788509784244857,0.0
104.222.32.91,2,0,200,947.5,2868,271.0,2868,43.33,Unknown,GET,0.3333333333333333,0.0025134626097567444,0.005071196558376227,0.1517357222844345,0.005071196558376227,0.543527345709985,0.0
104.222.32.91,1,0,200,1657.0,1501,1189.0,1501,19.51,Unknown,GET,0.0,0.004395575244714433,0.0026540676548545035,0.6657334826427772,0.0026540676548545035,0.24473156046161568,0.0
104.222.32.91,2,0,200,594.5,2913,1257.0,2913,37.88,Unknown,GET,0.3333333333333333,0.0015770485715043637,0.005150765542032758,0.7038073908174692,0.005150765542032758,0.4751630707476167,0.0
104.222.32.91,1,0,200,913.0,1524,1257.0,1524,19.6,Unknown,GET,0.0,0.002421943390720747,0.002694736246501175,0.7038073908174692,0.002694736246501175,0.24586051179126947,0.0
104.222.32.91,1,0,200,498.0,1442,1257.0,1442,11.56,Unknown,GET,0.0,0.0013210600313022256,0.002549743876282608,0.7038073908174692,0.002549743876282608,0.1450075263421977,0.0
104.222.32.91,1,0,500,759.0,34067,1012.0,34067,12.76,Unknown,GET,0.0,0.0020134228187919465,0.060237257027267406,0.5666293393057111,0.060237257027267406,0.16006021073758153,0.0
104.222.32.91,1,0,500,684.0,34029,1012.0,34029,13.39,Unknown,GET,0.0,0.0018144679948006472,0.06017006544106856,0.5666293393057111,0.06017006544106856,0.16796287004515806,0.0
104.222.32.91,1,0,500,171.0,34094,1012.0,34094,15.01,Unknown,GET,0.0,0.0004536169987001618,0.06028499841746132,0.5666293393057111,0.06028499841746132,0.18828399397892623,0.0
104.222.32.91,1,0,500,635.0,34116,1061.0,34116,22.0,Unknown,GET,0.0,0.0016844841764596652,0.060323898809471185,0.5940649496080627,0.060323898809471185,0.27596588058203714,0.0
104.222.32.91,1,0,500,206.0,35284,1061.0,35284,15.47,Unknown,GET,0.0,0.0005464625832294347,0.06238915598526736,0.5940649496080627,0.06238915598526736,0.1940541896638234,0.0
104.222.32.91,1,0,500,724.0,34070,1061.0,34070,18.11,Unknown,GET,0.0,0.0019205772342626734,0.06024256162617784,0.5940649496080627,0.06024256162617784,0.22717009533366783,0.0
104.222.32.91,2,0,200,140.5,1781,1061.0,1781,46.5,Unknown,GET,0.3333333333333333,0.0003727087036103669,0.0031491635531618063,0.5940649496080627,0.0031491635531618063,0.583291520321124,0.0
104.222.32.91,1,0,500,131.0,35289,1061.0,35289,18.22,Unknown,GET,0.0,0.0003475077592381357,0.06239799698345142,0.5940649496080627,0.06239799698345142,0.228549924736578,0.0
104.222.32.91,1,0,500,546.0,34097,1081.0,34097,23.69,Unknown,GET,0.0,0.001448391118656657,0.06029030301637176,0.6052631578947368,0.06029030301637176,0.29716507777220275,0.0
104.222.32.91,1,0,500,103.0,35285,1081.0,35285,15.33,Unknown,GET,0.0,0.00027323129161471737,0.062390924184904176,0.6052631578947368,0.062390924184904176,0.1922980431510286,0.0
104.222.32.91,1,0,500,535.0,35284,1081.0,35284,18.97,Unknown,GET,0.0,0.0014192110778045999,0.06238915598526736,0.6052631578947368,0.06238915598526736,0.23795785248369292,0.0
104.222.32.91,1,0,500,343.0,35284,1081.0,35284,15.25,Unknown,GET,0.0,0.0009098867283868743,0.06238915598526736,0.6052631578947368,0.06238915598526736,0.19129453085800302,0.0
104.222.32.91,2,0,500,220.5,68192,1081.0,68192,38.3,Unknown,GET,0.3333333333333333,0.0005849271825344192,0.1205770696334699,0.6052631578947368,0.1205770696334699,0.48043151028600095,0.0
104.222.32.91,1,0,200,297.0,1682,1081.0,1682,24.2,Unknown,GET,0.0,0.0007878611030055443,0.0029741117891174387,0.6052631578947368,0.0029741117891174387,0.30356246864024083,0.0
104.222.32.94,1,0,200,0.0,854,0.0,854,11.36,Unknown,GET,0.0,0.0,0.0015100424898372726,0.0,0.0015100424898372726,0.14249874560963371,0.0
104.222.32.94,1,0,200,961.0,854,0.0,854,22.17,Unknown,GET,0.0,0.002549274478075178,0.0015100424898372726,0.0,0.0015100424898372726,0.2780983442047165,0.0
104.222.32.94,1,0,200,12674.0,1477,0.0,1477,21.19,Unknown,GET,0.0,0.03362071252354299,0.0026116308635710204,0.0,0.0026116308635710204,0.26580531861515305,0.0
104.222.32.94,1,0,200,5371.0,1525,1588.0,1525,17.03,Unknown,GET,0.0,0.014247818128763563,0.002696504446137987,0.8891377379619261,0.002696504446137987,0.2136226793778224,0.0
104.222.32.94,1,0,200,1588.0,1525,0.0,1525,12.77,Unknown,GET,0.0,0.004212536806642438,0.002696504446137987,0.0,0.002696504446137987,0.16018564977420974,0.0
104.222.32.94,1,0,200,382.0,1519,0.0,1519,20.36,Unknown,GET,0.0,0.0010133432368623497,0.002685895248317116,0.0,0.002685895248317116,0.25539387857501256,0.0
104.222.32.94,1,0,200,1859.0,1541,0.0,1541,17.35,Unknown,GET,0.0,0.004931426903997666,0.0027247956403269754,0.0,0.0027247956403269754,0.21763672854992475,0.0
104.222.32.94,3,0,200,2332.0,4937,110.0,4937,61.16,Unknown,GET,0.6666666666666666,0.0061861686606361245,0.00872960160693983,0.06159014557670773,0.00872960160693983,0.7671851480180631,0.0
104.237.226.130,1,0,200,0.0,28536,0.0,28536,20.11,Unknown,GET,0.0,0.0,0.050457344836061374,0.0,0.050457344836061374,0.2522579026593076,0.0
104.237.226.134,1,0,200,0.0,77171,0.0,77171,28.01,Unknown,GET,0.0,0.0,0.136453734172403,0.0,0.136453734172403,0.35135474159558455,0.0
104.237.226.134,1,0,200,267965.0,3863,0.0,3863,18.8,Unknown,GET,0.0,0.7108390588110459,0.006830555197003963,0.0,0.006830555197003963,0.23582538886101356,0.0
104.237.226.137,1,0,200,0.0,6496,0.0,6496,14.88,Unknown,GET,0.0,0.0,0.011486224840729418,0.0,0.011486224840729418,0.18665328650275967,0.0
104.237.226.200,1,0,200,0.0,5852,0.0,5852,20.9,Unknown,GET,0.0,0.0,0.010347504274622622,0.0,0.010347504274622622,0.26216758655293526,0.0
104.237.252.185,1,0,200,0.0,2653,0.0,2653,21.1,Unknown,GET,0.0,0.0,0.004691033636461691,0.0,0.004691033636461691,0.26467636728549926,0.0
104.238.190.92,1,0,200,0.0,6879,0.0,6879,26.8,Unknown,GET,0.0,0.0,0.012163445301628335,0.0,0.012163445301628335,0.3361766181635725,0.0
104.238.37.75,1,0,200,0.0,3577,0.0,3577,24.18,Unknown,GET,0.0,0.0,0.006324850100875789,0.0,0.006324850100875789,0.3033115905669844,0.0
104.243.210.238,1,0,200,0.0,4012,0.0,4012,21.78,Unknown,GET,0.0,0.0,0.00709401694288892,0.0,0.00709401694288892,0.2732062217762168,0.0
104.244.76.13,1,0,200,0.0,42776,0.0,42776,27.32,Unknown,GET,0.0,0.0,0.07563650766426133,0.0,0.07563650766426133,0.3426994480682388,0.0
104.248.16.157,1,0,200,0.0,4328,0.0,4328,14.06,Unknown,GET,0.0,0.0,0.007652768028121447,0.0,0.007652768028121447,0.17636728549924738,0.0
104.248.160.22,1,0,200,0.0,10949,0.0,10949,16.8,Unknown,GET,0.0,0.0,0.019360017823452338,0.0,0.019360017823452338,0.2107375815353738,0.0
104.248.164.98,1,0,200,0.0,16837,0.0,16837,15.37,Unknown,GET,0.0,0.0,0.029771177285000186,0.0,0.029771177285000186,0.19279979929754137,0.0
104.248.173.234,1,0,200,0.0,11,0.0,11,18.05,Unknown,GET,0.0,0.0,1.945019600492974e-05,0.0,1.945019600492974e-05,0.22641746111389865,0.0
104.248.18.216,1,0,200,0.0,3150,0.0,3150,13.12,Unknown,GET,0.0,0.0,0.005569828855957153,0.0,0.005569828855957153,0.16457601605619668,0.0
104.248.198.111,1,0,200,0.0,12942,0.0,12942,23.18,Unknown,GET,0.0,0.0,0.022884039699618247,0.0,0.022884039699618247,0.2907676869041646,0.0
104.248.249.190,1,0,200,0.0,9507,0.0,9507,18.89,Unknown,GET,0.0,0.0,0.016810273947169732,0.0,0.016810273947169732,0.23695434019066736,0.0
104.248.250.160,1,0,200,0.0,4120,0.0,4120,12.65,Unknown,GET,0.0,0.0,0.007284982503664594,0.0,0.007284982503664594,0.15868038133467136,0.0
104.248.38.27,1,0,200,0.0,6496,0.0,6496,14.92,Unknown,GET,0.0,0.0,0.011486224840729418,0.0,0.011486224840729418,0.18715504264927246,0.0
104.248.43.58,1,0,200,0.0,41672,0.0,41672,21.57,Unknown,GET,0.0,0.0,0.0736844152652211,0.0,0.0736844152652211,0.2705720020070246,0.0
104.248.81.57,1,0,200,0.0,4120,0.0,4120,24.19,Unknown,GET,0.0,0.0,0.007284982503664594,0.0,0.007284982503664594,0.3034370296036127,0.0
104.249.46.41,1,0,200,0.0,28748,0.0,28748,29.98,Unknown,GET,0.0,0.0,0.05083220315906547,0.0,0.05083220315906547,0.3760662318113397,0.0
107.167.105.183,1,0,304,0.0,0,0.0,0,34.57,Unknown,GET,0.0,0.0,0.0,0.0,0.0,0.4336427496236829,0.0
107.167.105.192,1,0,200,0.0,12608,0.0,12608,22.07,Unknown,GET,0.0,0.0,0.022293461020923108,0.0,0.022293461020923108,0.2768439538384345,0.0
107.167.106.152,1,0,200,0.0,94646,0.0,94646,15.05,Unknown,GET,0.0,0.0,0.16735302282568912,0.0,0.16735302282568912,0.18878575012543905,0.0
107.167.107.245,2,0,200,10.0,15449,20.0,15449,29.34,Unknown,GET,0.3333333333333333,2.652730986550654e-05,0.027316916189105415,0.011198208286674132,0.027316916189105415,0.368038133467135,0.0
107.167.108.195,1,0,200,0.0,0,0.0,0,21.34,Unknown,GET,0.0,0.0,0.0,0.0,0.0,0.267686904164576,0.0
107.167.108.235,1,0,304,0.0,0,0.0,0,15.94,Unknown,GET,0.0,0.0,0.0,0.0,0.0,0.19994982438534872,0.0
107.167.109.140,1,0,200,0.0,12351,0.0,12351,17.92,Unknown,GET,0.0,0.0,0.021839033714262476,0.0,0.021839033714262476,0.2247867536377321,0.0
107.170.2.73,1,0,200,0.0,2064,0.0,2064,16.94,Unknown,GET,0.0,0.0,0.003649564050379544,0.0,0.003649564050379544,0.2124937280481686,0.0
107.175.150.92,1,0,200,0.0,20645,0.0,20645,19.3,Unknown,GET,0.0,0.0,0.0365044815019795,0.0,0.0365044815019795,0.2420973406924235,0.0
109.109.39.156,1,0,200,0.0,3710,0.0,3710,25.33,Unknown,GET,0.0,0.0,0.006560020652571758,0.0,0.006560020652571758,0.31773707977922727,0.0
109.110.168.11,1,0,200,0.0,4336,0.0,4336,20.79,Unknown,GET,0.0,0.0,0.0076669136252159415,0.0,0.0076669136252159415,0.26078775715002506,0.0
109.110.170.226,1,0,200,0.0,3348,0.0,3348,19.21,Unknown,GET,0.0,0.0,0.005919932384045888,0.0,0.005919932384045888,0.2409683893627697,0.0
109.110.173.122,1,0,200,0.0,1087,152.0,1087,14.82,Unknown,GET,0.0,0.0,0.0019220330052144208,0.0851063829787234,0.0019220330052144208,0.18590065228299046,0.0
109.110.173.122,1,0,200,152.0,116467,152.0,116467,11.63,Unknown,GET,0.0,0.0004032151099556994,0.20593690710055929,0.0851063829787234,0.20593690710055929,0.1458855995985951,0.0
109.110.173.227,1,0,302,0.0,0,0.0,0,17.57,Unknown,GET,0.0,0.0,0.0,0.0,0.0,0.22039638735574513,0.0
109.110.185.37,1,0,200,0.0,4120,0.0,4120,19.73,Unknown,GET,0.0,0.0,0.007284982503664594,0.0,0.007284982503664594,0.24749121926743603,0.0
109.110.191.83,1,0,200,0.0,5754,0.0,5754,28.84,Unknown,GET,0.0,0.0,0.010174220710215067,0.0,0.010174220710215067,0.36176618163572505,0.0
109.125.128.170,1,0,200,0.0,358,0.0,358,20.65,Unknown,GET,0.0,0.0,0.0006330154699786224,0.0,0.0006330154699786224,0.2590316106372303,0.0
109.125.131.185,1,0,200,0.0,1880,0.0,1880,24.91,Unknown,GET,0.0,0.0,0.003324215317206174,0.0,0.003324215317206174,0.312468640240843,0.0
